-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.18,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.21,-0.75,0.02,-0.01,0.01
-9.58,0.20,-0.75,0.02,-0.01,0.01
-9.56,0.19,-0.78,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.59,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.75,0.02,-0.01,0.01
-9.59,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.78,0.02,-0.01,0.01
-9.57,0.18,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.59,0.20,-0.78,0.02,-0.01,0.01
-9.59,0.20,-0.76,0.02,-0.01,0.01
-9.59,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.74,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.75,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.59,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.59,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.21,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.59,0.21,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.19,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.21,-0.76,0.02,-0.01,0.01
-9.57,0.21,-0.75,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.75,0.02,-0.01,0.01
-9.57,0.21,-0.76,0.02,-0.01,0.01
-9.57,0.21,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.79,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.75,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.59,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.75,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.59,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.59,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.56,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.59,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.59,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.00
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.59,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.78,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.78,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.21,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.79,0.02,-0.01,0.01
-9.58,0.21,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
-9.58,0.18,-0.76,0.02,-0.01,0.01
-9.58,0.18,-0.76,0.02,-0.01,0.01
-9.59,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.59,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.19,-0.76,0.02,-0.01,0.01
-9.58,0.18,-0.77,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.58,0.20,-0.77,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.19,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.77,0.02,-0.01,0.01
-9.57,0.20,-0.76,0.02,-0.01,0.01
-9.58,0.20,-0.78,0.02,-0.01,0.01
-9.57,0.19,-0.77,0.02,-0.01,0.01
